"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"723","관광펜션업","03_11_02_P","5020000","CDFI3261092021000001","20210901","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 호미곶면 구만리 3-3","경상북도 포항시 남구 호미곶면 구만길 222","37928","스타스케이프","20210901164551","I","2021-09-03 00:22:50.0","","","","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"724","관광펜션업","03_11_02_P","5020000","CDFI3261092021000002","20210901","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 호미곶면 구만리 3","경상북도 포항시 남구 호미곶면 구만길 224","37928","(주)은호","20210901164606","I","2021-09-03 00:22:50.0","","430238.295359898","290193.798594496","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"725","관광펜션업","03_11_02_P","4850000","CDFI3261092021000001","20210525","","01","영업/정상","13","영업중","","","","","","","","전라남도 담양군 월산면 오성리 산 119","전라남도 담양군 월산면 오성내동길 72-5","57311","구르미펜션","20210525181441","I","2021-05-27 00:22:55.0","","196067.160316","207511.659289","관광펜션업","","관리지역","1","기타","","","숙박시설","1","0","","","","","","","","","","","","134.05","","","","","","","","","730000000","","","","134",
"726","관광펜션업","03_11_02_P","4540000","CDFI3261092021000001","20210528","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 양산리 298-1","충청남도 논산시 벌곡면 대둔로 974","33026","별빛마루 펜션","20211116132242","U","2021-11-18 02:40:00.0","","224361.793909","302061.622015","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"727","관광펜션업","03_11_02_P","4740000","CDFI3261092021000003","20210517","","01","영업/정상","13","영업중","","","","","","","","전라북도 무주군 설천면 심곡리 551-9","전라북도 무주군 설천면 만선1로 68","55555","포유콘도","20210517102037","I","2021-05-19 00:22:56.0","","268172.770361","267493.338403","관광펜션업","","주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"728","관광펜션업","03_11_02_P","3580000","CDFI3261092021000001","20210511","","01","영업/정상","13","영업중","","","","","032-832-2797","","","인천광역시 옹진군 자월면 승봉리 604 바다로가는길목민박","인천광역시 옹진군 자월면 승봉로 109, 바다로가는길목민박","23127","바다로 가는 길목","20210511171156","I","2021-05-13 00:22:56.0","","137751.42552157","407433.323382489","관광펜션업","","","2","","","","","","","","","","","","","","","","","","461.08","","","","","","","","","","","","","461",
"729","관광펜션업","03_11_02_P","5330000","CDFI3261092021000002","20210603","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 산양읍 연화리 41","경상남도 통영시 산양읍 산양일주로 1262-15","53087","웨스트사이드","20210603161152","I","2021-06-05 00:23:05.0","","328215.051766216","143217.583931399","관광펜션업","","관리지역","2","","","","단독주택","2","1","","","","","","","","","","","","219","","","","","","","","","1500000000","","","","219",
"730","관광펜션업","03_11_02_P","4950000","CDFI3261092021000001","20210426","","01","영업/정상","13","영업중","","","","","061-453-3645","","","전라남도 무안군 해제면 창매리 858-1","전라남도 무안군 해제면 참새골길 58-19","58508","무안한옥리조트","20210722111745","U","2021-07-24 02:40:00.0","","135002.680577","173877.309155","관광펜션업","","관리지역","1","기타","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","1045.28","","0","","","","","","","0","","","","1045",
"731","관광펜션업","03_11_02_P","4880000","CDFI3261092021000001","20210504","","01","영업/정상","13","영업중","","","","","","","","전라남도 고흥군 금산면 신촌리 1246","전라남도 고흥군 금산면 배천길 36","59564","거금아일랜드펜션","20210623170406","U","2021-06-25 02:40:00.0","","209011.255616","107413.533458","관광펜션업","","","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","2000000000","","","","",
"732","관광펜션업","03_11_02_P","4250000","CDFI3261092021000001","20210430","","01","영업/정상","13","영업중","","","","","","","","강원도 홍천군 서면 굴업리 312","강원도 홍천군 서면 굴업솔골길 25","25103","오캄럭스클럽H","20220112162033","U","2022-01-14 02:40:00.0","","259190.560139329","457755.078593896","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","563","","0","","","","","","","0","","","","563",
"733","관광펜션업","03_11_02_P","4790000","CDFI3261092021000001","20210520","","01","영업/정상","13","영업중","","","","","063-584-5000","","","전라북도 부안군 변산면 격포리 282-24","전라북도 부안군 변산면 변산해변로 19-3, 라벤더펜션","56337","라벤더펜션","20210520153423","I","2021-05-22 00:22:55.0","","152029.069266","236690.304638","관광펜션업","","","","","","","숙박시설","3","","","","","","","","","","","","","993.88","","","","","","","","","","","","","994",
"734","관광펜션업","03_11_02_P","4200000","CDFI3261092021000001","20210610","","01","영업/정상","13","영업중","","","","","","","","강원도 강릉시 초당동 316","강원도 강릉시 초당순두부길55번길 24 (초당동)","25466","초당하우스","20210610140108","I","2021-06-12 00:22:54.0","","368517.466431959","478155.097181923","관광펜션업","","일반주거지역","3","","","","","","","","","","","","","","","","","","177.9","","","","","","","","","","","","","178",
"735","관광펜션업","03_11_02_P","4670000","CDFI3261092021000001","20210610","","01","영업/정상","13","영업중","","","","","","","","전라북도 군산시 옥도면 선유도리 25 망주봉 산장","전라북도 군산시 옥도면 선유도2길 63-10, 망주봉 산장","54000","망주봉산장 관광펜션","20210610092227","I","2021-06-12 00:22:54.0","","147491.019992","258002.178579","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"736","관광펜션업","03_11_02_P","5430000","CDFI3261092021000002","20210702","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 창선면 부윤리 71-11","경상남도 남해군 창선면 흥선로 1857-33","52455","비마이아일랜드","20210702155153","I","2021-07-04 00:22:53.0","","","","관광펜션업","","관리지역","2","","","","숙박시설","2","0","","","","","","","","","","","","363.72","","","","","","","","","","","","","364",
"737","관광펜션업","03_11_02_P","4740000","CDFI3261092021000004","20210618","","01","영업/정상","13","영업중","","","","","","","","전라북도 무주군 설천면 삼공리 530-1","전라북도 무주군 설천면 구천동1로 149","55557","다숲펜션","20210618091135","I","2021-06-20 00:22:54.0","","269917.383253","266851.042597","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"738","관광펜션업","03_11_02_P","5370000","CDFI3261092021000001","20210601","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 하청면 석포리 348","경상남도 거제시 하청면 석포2길 63","53205","덕이네","20210601165507","I","2021-06-03 00:23:05.0","","345552.114746741","162298.968451707","관광펜션업","","","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"739","관광펜션업","03_11_02_P","4230000","CDFI3261092021000001","20210611","","01","영업/정상","13","영업중","","","","","","","","강원도 속초시 도문동 663-1","강원도 속초시 설악산로352번길 13 (도문동)","24904","설악스카이","20210611102430","I","2021-06-13 00:22:54.0","","337352.521024561","519098.312894154","관광펜션업","","생산녹지지역","2","기타","","","단독주택","2","0","","","","","","","","","","","","282.18","","","","","","","","","","","","","282",
"740","관광펜션업","03_11_02_P","5450000","CDFI3261092014000002","20141110","","01","영업/정상","13","영업중","","","","","055)974-0344","","666963","경상남도 산청군 신안면 외송리 1052번지","경상남도 산청군 신안면 산청대로1212번길 112-5","52262","참조은펜션","20190107131752","U","2019-01-09 02:40:00.0","","284118.532039334","208344.005211551","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"741","관광펜션업","03_11_02_P","5360000","CDFI3261092004000001","20040802","","01","영업/정상","13","영업중","","","","","055-352-4300","","627822","경상남도 밀양시 단장면 고례리 1549-4번지","경상남도 밀양시 단장면 고례2길 41","50418","물안개 피는 마을,들꽃향기","20190128151631","U","2019-01-30 02:40:00.0","","375189.488726364","222759.767240758","관광펜션업","관광사업","","","","","","숙박시설","2","","","","","","","","","","","","","542.97","","","","","","","","","","","","","543",
"742","관광펜션업","03_11_02_P","5360000","CDFI3261092007000001","20070911","","01","영업/정상","13","영업중","","","","","055-351-0082","","627822","경상남도 밀양시 단장면 범도리 850번지","경상남도 밀양시 단장면 표충로 826-14","50418","밀양관광펜션 아름드리","20111220104216","I","2018-08-31 23:59:59.0","","372762.214847655","226361.245459069","관광펜션업","관광사업","관리지역","2","기타","","","근린생활시설","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"743","관광펜션업","03_11_02_P","5420000","CDFI3261092017000001","20170120","","01","영업/정상","13","영업중","","","","","","","","경상남도 고성군 삼산면 장치리 586-1","경상남도 고성군 삼산면 자란만로 2128","52954","수성그린비","20201005145115","U","2020-10-07 02:40:00.0","","312826.644648951","161089.557450578","관광펜션업","","","2","기타","","","숙박시설","2","","","","","","","","","","","","","246","","","","","","","","","","","","","246",
"744","관광펜션업","03_11_02_P","5370000","CDFI3261092005000001","20051027","","01","영업/정상","13","영업중","","","","","055-681-6867","","656891","경상남도 거제시 일운면 와현리 611번지","경상남도 거제시 일운면 거제대로 2210","","풍차언덕관광펜션","20110218132457","I","2018-08-31 23:59:59.0","","355839.065469733","147347.796493521","관광펜션업","관광사업","","2","","","","다가구용 주택(공동주택적용)","2","","","","","","","","","","","","","337.35","","","","","","","","","","","","","337",
"745","관광펜션업","03_11_02_P","5370000","CDFI3261092005000002","20051230","","01","영업/정상","13","영업중","","","","","055-681-0521","","656891","경상남도 거제시 일운면 구조라리 781-2번지","경상남도 거제시 일운면 윤돌길 13","","윤들펜션","20051230135026","I","2018-08-31 23:59:59.0","","353516.076233818","147476.161344687","관광펜션업","관광사업","","2","","","","단독주택","2","","","","","","","","","","","","","268.32","","","","","","","","","","","","","268",
"746","관광펜션업","03_11_02_P","5370000","CDFI3261092006000002","20060807","","01","영업/정상","13","영업중","","","","","","","656891","경상남도 거제시 일운면 구조라리 420-2","경상남도 거제시 일운면 구조라해변길 1","","바다그린(BADAGREEN)","20210222195343","U","2021-02-24 02:40:00.0","","354846.845033648","146697.642277489","관광펜션업","관광사업","일반주거지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","492.46","","","","","","","","","50000000","","","","492",
